Price,Close,Close.1,Close.2,Close.3,High,High.1,High.2,High.3,Low,Low.1,Low.2,Low.3,Open,Open.1,Open.2,Open.3,Volume,Volume.1,Volume.2,Volume.3
Ticker,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,
2023-10-18,174.13436889648438,137.01499938964844,325.20916748046875,242.67999267578125,175.85749653944856,139.75608830865576,330.60782214021685,254.6300048828125,173.4114540423014,136.4389704924277,323.42604117320155,242.0800018310547,173.87689630601963,138.4947833931161,327.5538387745364,252.6999969482422,54764400,23375000,23153600,125147800
2023-10-19,173.75807189941406,136.80642700195312,326.4011535644531,220.11000061035156,176.11497599372035,138.70334734005715,331.87860610828534,230.61000061035156,173.49068662646167,136.43896631236626,325.99723691191247,216.77999877929688,174.33243269200634,137.55128958091115,327.2188179633477,225.9499969482422,59302900,26066000,25052100,170772700
2023-10-20,171.20306396484375,134.671142578125,321.8201904296875,211.99000549316406,173.718419244541,136.9255821087369,326.9922476443287,218.86000061035156,170.96538653172513,134.1547003482894,320.6183016458001,210.4199981689453,173.60948564320893,136.3892877904866,326.7952048674921,217.00999450683594,64244000,26335700,25027700,138010100
2023-10-23,171.3218994140625,135.56500244140625,324.43084716796875,212.0800018310547,172.32209697076135,136.7170603116326,327.79022513571806,216.97999572753906,168.28167117128655,133.0324663979107,319.57404629112153,202.50999450683594,169.25217604772806,134.11499648001524,320.63799913570296,210.0,55980100,26317900,24374700,150683400
2023-10-24,171.75765991210938,137.85916137695312,325.6228942871094,216.52000427246094,171.98542471489895,138.40539695654883,326.91344339948563,222.0500030517578,169.78695717971306,136.47868335993908,322.73640078016155,214.11000061035156,171.37144345921354,136.8858785332984,326.38145191312543,216.5,43816600,44814300,31153600,118231100
2023-10-25,169.44036865234375,124.74958801269531,335.6123352050781,212.4199981689453,171.38134856384042,127.43109032375405,341.06023414202036,220.10000610351562,168.99472147795794,124.21328603505674,332.60759828291276,212.1999969482422,170.21280159213268,127.28212386646624,339.8977298889024,215.8800048828125,57157000,84366200,55053800,107065100
2023-10-26,165.27117919921875,121.44239807128906,323.0220642089844,205.75999450683594,169.71763198356828,123.47835889189942,336.5580665556183,214.8000030517578,164.06301189675906,120.43931430693331,322.08615615924396,204.8800048828125,168.71741923518283,122.42561458962273,335.4842526201035,211.32000732421875,70625300,57061100,37828500,115112600
2023-10-27,166.58827209472656,121.3331527709961,324.91357421875,207.3000030517578,167.32109955610002,122.4653433429545,331.7209906231655,212.41000366210938,165.21175565878588,119.38657937399506,323.5245037451174,205.77000427246094,165.29098147440297,122.03828847268005,325.52436476789876,210.60000610351562,58499100,44566500,29856500,94881200
2023-10-30,168.63818359375,123.60746765136719,332.3022155761719,197.36000061035156,169.5096524459554,124.54103122378429,334.41045907381,210.8800048828125,167.23195938000526,121.90918179187298,326.9035620962308,194.6699981689453,167.38051344932887,122.36602995491228,328.46012188812404,209.27999877929688,51131000,28940100,22828100,136448200
2023-10-31,169.11354064941406,123.23006439208984,333.0903625488281,200.83999633789062,169.24226937820893,124.5112289112743,333.9671639293421,202.8000030517578,166.27136928302133,121.84958637981057,329.7211531293836,194.07000732421875,167.70731641765212,124.2033472324064,333.8193968608595,196.1199951171875,44846000,26292300,20265300,118068300
2023-11-01,172.28250122070312,125.58384704589844,340.9321594238281,205.66000366210938,172.53997379429074,125.62357396545967,342.26212297561244,205.99000549316406,168.46983997695696,122.87255108577632,334.6074592327571,197.85000610351562,169.34130885799144,123.22015216051825,334.7453951862708,204.0399932861328,56934900,30082400,28158800,121661700
2023-11-02,175.84759521484375,126.61670684814453,343.1487731933594,218.50999450683594,176.05554977286621,128.09649840734482,343.6511811792391,219.1999969482422,173.75806140886317,126.06054520487658,339.65145922211735,211.4499969482422,173.8174769968696,127.54033676407687,342.0847902707167,212.97000122070312,77334800,27124600,24348100,125987600
2023-11-03,174.93649291992188,128.21571350097656,347.56219482421875,219.9600067138672,175.10485722122255,128.64276086828096,349.1286155805609,226.3699951171875,171.66851493448934,126.98420163781151,342.17340316962725,218.39999389648438,172.5498813500308,127.1431093274337,344.4392745976577,221.14999389648438,79829200,26393100,23637700,119534800
2023-11-06,177.49147033691406,129.35780334472656,351.2368469238281,219.27000427246094,177.6895273209714,129.44718321865057,352.2318617799553,226.32000732421875,174.50077512285628,127.78862433400963,348.1040653780775,215.0,174.66912431484397,128.16602622960193,348.2025867608286,223.97999572753906,63841300,19052700,23828300,117335800
2023-11-07,180.0563507080078,130.0728759765625,355.177490234375,222.17999267578125,180.67033186387974,131.00643953950896,357.07882980965496,223.1199951171875,177.23398970359145,128.99034595326017,352.3205502922459,215.72000122070312,177.4419442386158,129.8146623938561,354.0642616553695,219.97999572753906,70530000,29757300,25833900,116900100
2023-11-08,181.11598205566406,130.93692016601562,357.8078918457031,222.11000061035156,181.67054768588966,131.30439604894627,358.46792809184456,224.14999389648438,179.82858892219454,129.88418336716097,355.1972100806517,217.63999938964844,180.5812266581694,130.0728843319122,356.31043874613977,223.14999389648438,49340300,26425800,26767800,106584800
2023-11-09,180.64060974121094,129.34788513183594,355.33514404296875,209.97999572753906,182.3340141208839,131.64205962708724,359.3742808349746,220.8000030517578,180.04642375244094,129.17905141944397,355.01002643681795,206.67999267578125,181.18527771245388,131.05610465685587,356.9212273081889,219.75,53763500,23747800,24847300,142110500
2023-11-10,184.83511352539062,131.68179321289062,364.1817932128906,214.64999389648438,185.00369964258533,131.8903614415095,364.60540210202504,215.3800048828125,181.989212824357,128.52358256716738,355.7094651076726,205.69000244140625,182.42552132152326,129.20885869142413,356.1232128388484,210.02999877929688,66133400,26913300,28042100,130994000
2023-11-13,183.24856567382812,131.18519592285156,361.2362365722656,223.7100067138672,184.46823531200093,131.68177098364296,362.9996705286187,225.39999389648438,182.66352248721634,130.35095345774636,360.46781770788186,211.61000061035156,184.26000678217753,130.8773218098438,362.75338204561734,215.60000610351562,43627500,18324800,19986500,140447600
2023-11-14,185.8663787841797,132.70472717285156,364.77288818359375,237.41000366210938,186.5307520867399,134.7704814431392,366.42796942333877,238.13999938964844,184.73595008374065,132.4067942311074,361.8962559120404,230.72000122070312,186.12419054719692,133.27083007070482,365.5019224424188,235.02999877929688,60108400,32395200,27683900,149771600
2023-11-15,186.4315948486328,133.6978759765625,364.92095947265625,242.83999633789062,187.90909130382101,134.1050711983341,368.33650132266115,246.6999969482422,186.20353000343164,132.6550803829433,362.39381940746347,236.4499969482422,186.2729495954029,133.94616352823743,366.51026176358704,239.2899932861328,53790500,23861500,26860100,150354000
2023-11-16,188.1173553466797,135.99205017089844,371.33746337890625,233.58999633789062,189.35686136039257,136.28007221647312,371.5151437395558,240.8800048828125,187.0662415372727,133.3999426863431,365.4243947338304,230.9600067138672,187.97853127837138,134.26397851452822,366.19437308883926,239.49000549316406,54412900,28013200,27182300,136816800
2023-11-17,188.09750366210938,134.3831329345703,365.09869384765625,234.3000030517578,188.78171334674664,135.12799548367562,369.5606164050821,237.38999938964844,186.98691120628507,132.73450018885973,362.28530061072286,226.5399932861328,188.65279989002153,135.06840890443,368.8103701750915,232.0,50922700,37240600,40157000,142532800
2023-11-20,189.8427276611328,135.3167266845703,372.5911560058594,235.60000610351562,190.29887250675844,135.7239219395085,374.0027780403626,237.10000610351562,188.2859160609316,132.7047365788336,366.2338861383217,231.02000427246094,188.2958266614519,132.7742643730151,366.45106107636286,234.0399932861328,46505100,27815500,52465100,116320100
2023-11-21,189.03953552246094,136.03176879882812,368.27728271484375,241.1999969482422,189.91215257469014,136.240321830969,371.3868095328424,243.6199951171875,188.14709726863614,135.02869266524024,366.3523217617588,233.33999633789062,189.8030754431615,135.35641885860446,370.84388727711456,235.0399932861328,38134500,22635300,28423100,122288000
2023-11-22,189.7039031982422,137.54136657714844,372.995849609375,234.2100067138672,191.31029805901488,138.46498892143381,374.9109292631738,244.00999450683594,189.22793715258507,136.52834920416745,370.15284352020876,231.39999389648438,189.88239992204348,136.52834920416745,373.1439165670346,242.0399932861328,39617700,17813900,23345300,117950600
2023-11-24,188.37515258789062,135.75369262695312,372.5812683105469,235.4499969482422,189.2973377280717,137.1838312275909,373.1143395355948,238.75,187.66119596873028,135.05849057227317,370.32070891042537,232.3300018310547,189.26759079649733,137.08451015366452,372.4825469539782,233.75,24048300,12514300,10176600,65125200
2023-11-27,188.19667053222656,135.4756317138672,373.7461242675781,236.0800018310547,189.06928760823715,137.47185829728923,375.75007453622237,238.3300018310547,187.31414285514808,135.06843646690527,371.36711114799243,232.10000610351562,188.3255839995523,135.09822976260782,371.93964684936924,236.88999938964844,40552600,23436500,22179200,112031800
2023-11-28,188.8015594482422,136.26019287109375,377.7835693359375,246.72000122070312,189.47585862155967,136.30985340774254,378.07970326739826,247.0,187.80995458742012,134.49238687712713,373.30188504482646,234.00999450683594,188.18676927635312,135.14786959064773,373.489446576594,236.67999267578125,38415400,18730000,20453100,148549900
2023-11-29,187.7801971435547,134.0653533935547,373.9830322265625,244.13999938964844,190.47736342450784,137.34273698978822,379.3629996146164,252.75,187.38356127369806,133.91637176828155,372.591142464095,242.75999450683594,189.2973512852548,136.62768277470195,378.82995852513955,249.2100067138672,43014200,23967200,28963400,135401300
2023-11-30,188.35531616210938,131.62217712402344,374.04229736328125,240.0800018310547,188.7222202024886,134.62149456857514,375.2071311418971,245.22000122070312,186.61009727764167,130.38073954068037,370.6464872667331,236.91000366210938,188.2462390361622,134.12491953523792,373.62767968120687,245.13999938964844,48794400,38988300,30554400,132353200
2023-12-01,189.63450622558594,130.95677185058594,369.69879150390625,238.8300018310547,189.95181189166442,131.20505937380074,373.3018950187399,240.19000244140625,187.64137090627887,129.77492081540063,366.5398888981319,231.89999389648438,188.73214223180454,130.95677185058594,371.91988642578656,233.13999938964844,45704800,31442300,33040500,121331700
2023-12-04,187.83969116210938,128.384521484375,364.39776611328125,235.5800018310547,188.454496430777,129.1393101272626,364.7728590438149,239.3699951171875,185.8763178825686,127.02390307918412,358.2379093318976,233.2899932861328,188.3850768316175,128.9903436695441,364.3582715480311,235.75,43389500,36669900,32063300,104099800
2023-12-05,191.79620361328125,130.09274291992188,367.73431396484375,238.72000122070312,192.76797210608754,131.2348595247084,368.287117368969,246.66000366210938,188.58339853026055,127.37150606769525,360.9229626368156,233.6999969482422,188.61316059527184,128.06670813818567,361.7423166959654,233.8699951171875,66628400,27384800,23065000,137971100
2023-12-06,190.7054443359375,129.12939453125,364.0621032714844,239.3699951171875,193.12494736273675,130.93692003300382,369.3729925287451,246.57000732421875,190.4972006683192,128.99035410803816,363.3020061210184,239.1699981689453,192.81755229252437,130.53966601076132,368.7412301197078,242.9199981689453,41089700,23576200,21182100,126436200
2023-12-07,192.63905334472656,135.99205017089844,366.1845703125,242.63999938964844,193.3629205543118,137.61088985291832,366.678147018609,244.0800018310547,191.96475426663108,133.77732945899103,361.6140451938454,236.97999572753906,192.0044269286476,134.11499689135425,363.4995118262456,241.5500030517578,47477700,56767100,23118900,107142300
2023-12-08,194.0669403076172,134.0653533935547,369.42242431640625,243.83999633789062,194.34458838141987,135.46568368379624,369.64945031597034,245.27000427246094,192.04405847770036,133.11192251632352,363.4995039710911,239.27000427246094,192.5696076981615,133.280756234884,364.4570439652716,240.27000427246094,53406400,32260100,20154400,103126800
2023-12-11,191.55819702148438,132.376953125,366.530029296875,239.74000549316406,191.8656072016425,132.42661365446256,366.82619337920636,243.44000244140625,189.81297812056516,130.4601809527257,361.3968499172915,237.4499969482422,191.48879255742054,131.47319816755146,363.7462797263503,242.74000549316406,60943700,31138000,27708800,97913900
2023-12-12,193.07537841796875,131.6122589111328,369.57049560546875,237.00999450683594,193.08528901898003,132.08896672831054,369.6099901767129,238.99000549316406,190.1104746012234,130.3608800539224,365.7008410128808,233.8699951171875,191.45905774250062,130.90711565395327,366.08584530006635,238.5500030517578,52696900,29032800,24838300,95328300
2023-12-13,196.298095703125,131.6619110107422,369.56060791015625,239.2899932861328,196.33775323819535,132.58553329447562,372.78861875933916,240.3000030517578,193.2142041253177,130.6687609486113,366.00684969916756,228.1999969482422,193.45217959711718,132.46636013638545,371.18940497024636,234.19000244140625,70404200,30104800,30955500,146286300
2023-12-14,196.4468231201172,131.03622436523438,361.22900390625,251.0500030517578,197.9441408874326,132.80403030049175,368.9584312025777,253.8800048828125,194.51319682969313,128.8016366786629,359.45213999645404,240.7899932861328,196.35758232148717,132.46636290932295,368.51420016236455,241.22000122070312,66831600,38722400,43277500,160829200
2023-12-15,195.91134643554688,131.6917266845703,365.96734619140625,253.5,196.734365015635,132.59548187748211,367.6158752980434,254.1300048828125,195.34612449787411,130.2814400208757,361.57450204697403,248.3000030517578,195.87167377464695,130.71842854717318,362.13718664647274,251.2100067138672,128538400,50847100,78502300,135932800
2023-12-18,194.24545288085938,134.86978149414062,367.8627014160156,252.0800018310547,194.97924583916173,136.21052498571453,368.2082111244825,258.739990234375,192.75804576345098,131.5228554792147,363.9437012883022,251.36000061035156,194.4437708037096,131.72149761509291,364.70382867203534,253.77999877929688,55751900,32258000,21802900,116416500
2023-12-19,195.28663635253906,135.71395874023438,368.4648132324219,257.2200012207031,195.29654695271066,136.52834911810746,368.4648132324219,258.3399963378906,194.24544836840317,135.14787104828332,365.0887360317226,253.00999450683594,194.51318587990949,135.90265968897415,366.717532787326,253.47999572753906,40714100,25476800,20603700,106737400
2023-12-20,193.19435119628906,137.39239501953125,365.8587646484375,247.13999938964844,196.0204155959587,140.72938029742406,371.19926781243174,259.8399963378906,193.19435119628906,137.12425537662756,365.7699244632415,247.0,195.24696511767544,138.01808449484534,370.18250108115,256.4100036621094,52242800,49107200,26316700,125097000
2023-12-21,193.04559326171875,139.45816040039062,368.7412414550781,254.5,195.42545358966169,139.72631521899663,369.6000599811611,254.8000030517578,191.875506993429,138.22664859852475,365.28620500497976,248.5500030517578,194.45368523269553,138.5345379146942,367.77382040386084,251.89999389648438,46482500,27488300,17708000,109594200
2023-12-22,191.97470092773438,140.52081298828125,369.7679138183594,252.5399932861328,193.76950324713707,141.01738803787043,370.3602118938799,258.2200012207031,191.34998504370557,139.74615712326357,367.9219417479868,251.3699951171875,193.54142324239356,139.8057437045314,368.87948176784437,256.760009765625,37149600,26532200,17107500,93370100
2023-12-26,191.42929077148438,140.5506134033203,369.8468933105469,256.6099853515625,192.262235089905,141.7026560595198,372.0976018383653,257.9700012207031,191.21113652656177,140.22287203546634,368.70179176123145,252.91000366210938,191.98458698376479,140.62012603356706,370.1825218486259,254.49000549316406,28919300,16780300,12673100,86892400
2023-12-27,191.52842712402344,139.4084930419922,369.2644348144531,261.44000244140625,191.8754947947896,141.10678660446538,370.24170692184094,263.3399963378906,189.48572401895245,138.9317851744244,368.0206120410306,257.5199890136719,190.8739795713314,140.6201375358573,368.88931174783187,258.3500061035156,48087700,19628600,14905400,106494400
2023-12-28,191.95484924316406,139.26943969726562,370.4588928222656,253.17999267578125,193.0257841884141,140.1732099604458,371.62372649746874,265.1300048828125,191.5482876644632,138.7927318739171,369.3532859355964,252.7100067138672,192.51014548202977,139.8156753043673,370.5477330050664,263.6600036621094,34049900,16045700,14327000,113619900
2023-12-29,190.91366577148438,138.73313903808594,371.2091064453125,248.47999572753906,192.76796185552627,139.39854778247008,372.3147132350874,255.19000244140625,190.12037892679615,137.82936881563538,368.68199660424824,247.42999267578125,192.27215946893213,138.67355245713628,371.1696118812418,255.10000610351562,42672100,18733000,18730800,100891600
2024-01-02,184.08151245117188,137.22354125976562,366.10552978515625,248.4199981689453,186.85800888690832,138.49477211762903,371.0709095466851,251.25,182.34620407017263,135.5451152423906,362.0581953380122,244.41000366210938,185.57883023572913,137.60094312997316,369.0571084332548,250.0800018310547,82488700,23711200,25258600,104654200
2024-01-03,182.7032012939453,137.96841430664062,365.83905029296875,238.4499969482422,184.31952210922134,138.67355756715372,368.4648819106026,245.67999267578125,181.89007802002808,136.14102170359678,363.7759033345844,236.32000732421875,182.6734543576498,136.3098554072648,364.2694800267969,244.97999572753906,58414500,24212100,23083500,121082600
2024-01-04,180.38282775878906,135.4557342529297,363.21319580078125,237.92999267578125,181.552914127362,138.20676412527402,368.3069105586838,242.6999969482422,179.36147605378457,135.4160149189422,362.45309858783475,237.72999572753906,180.62080322049852,137.47182763523583,365.90813521572943,239.25,71983600,27137700,20901500,102629300
2024-01-05,179.65895080566406,134.80027770996094,363.025634765625,237.49000549316406,181.22568820887324,136.22049043209554,367.2802631804361,240.1199951171875,178.6574354024576,134.22424875277005,361.7916931110851,234.89999389648438,180.46216340525032,135.8132951970394,364.22996302547705,236.86000061035156,62379700,22513900,21004600,92488900
2024-01-08,184.00218200683594,137.8889617919922,369.8764953613281,240.4499969482422,184.04185467153414,138.05779549726947,370.3799532157685,241.25,179.97626898919978,135.32663261243945,364.2694714991835,235.3000030517578,180.56131218264795,135.35642590429612,364.5557242835835,236.13999938964844,59144500,21404000,23134000,85166600
2024-01-09,183.585693359375,139.98451232910156,370.96240234375,234.9600067138672,183.59560395931726,140.52082190307192,371.15981495786275,238.9600067138672,181.19592240352762,137.2036888441302,366.4214904617033,232.0399932861328,182.37593441619447,137.55129746260243,367.230963518503,238.11000061035156,42841800,24759600,20830000,96705700
2024-01-10,184.6268768310547,141.30538940429688,377.85272216796875,233.94000244140625,184.8351053395885,142.02045866024227,379.2347611238396,235.5,182.3759299825551,139.94477867069364,371.485600373563,231.2899932861328,182.8023278606972,140.03415853912,371.53494599675844,235.10000610351562,46792900,21320200,25514200,91628500
2024-01-11,184.03192138671875,141.1067657470703,379.68878173828125,227.22000122070312,185.4796709750172,144.22525640452344,385.66104720244766,230.92999267578125,182.07845882443647,139.67662720148994,375.49338017859446,225.3699951171875,184.97394287034564,142.50711100247338,381.04117695037814,230.57000732421875,49128400,24008700,27850800,105873600
2024-01-12,184.35916137695312,141.67286682128906,383.4794616699219,218.88999938964844,185.1722845702879,142.21910245000933,383.68675543751164,225.33999633789062,183.6352941143493,140.8485655093565,379.7085286566561,217.14999389648438,184.49798544280438,141.6927340680432,380.53773385254453,220.0800018310547,40477800,18785500,21661200,123043800
2024-01-16,182.08836364746094,141.51397705078125,385.25634765625,219.91000366210938,182.71306427754865,143.36123702369463,388.96805409085823,223.49000549316406,179.4110190331086,140.48109235933,382.64039716399947,212.17999267578125,180.630703626113,141.0273279986293,388.602812151916,215.10000610351562,65603000,22670500,27202300,115355000
2024-01-17,181.14633178710938,140.50094604492188,384.46661376953125,215.5500030517578,181.39423295178236,140.86840673304152,385.09837624388496,215.6699981689453,178.78632298828933,137.94854301050196,379.86647557529443,212.00999450683594,179.74818071767538,140.38177288213018,382.99576492837696,214.86000061035156,47317400,20968600,22234100,103164400
2024-01-18,187.04640197753906,142.49717712402344,388.81005859375,211.8800048828125,187.55211493445296,143.22218763363355,388.92851216757646,217.4499969482422,184.26990575318283,141.017393121632,385.10823378403643,208.74000549316406,184.52771753168435,141.076979705048,386.68768506128634,216.8800048828125,78005800,25746400,23392100,108595400
2024-01-19,189.95179748535156,145.3773193359375,393.54840087890625,212.19000244140625,190.33852272040096,145.44683196408025,393.54840087890625,213.19000244140625,187.23481023986653,143.39101909701728,388.4448053024204,207.55999755859375,187.74052319933506,143.74855374619364,390.67578129578703,209.99000549316406,68903000,34271900,29331100,102260300
2024-01-22,192.26223754882812,144.989990234375,391.4161682128906,208.8000030517578,193.69015075906108,147.37354444028344,395.4733538528461,217.8000030517578,190.64591702187175,144.84100862508816,388.5336672952226,206.27000427246094,190.68558968364889,146.09238746431797,394.8810558423085,212.25999450683594,60133900,32200400,27016900,117952500
2024-01-23,193.54139709472656,146.0327911376953,393.7754821777344,209.13999938964844,194.10661903356933,146.17183155228614,394.24932665124675,215.64999389648438,192.20273983497614,144.5033465771963,388.8693286128031,207.75,193.38275184285894,144.89067452886135,390.665955016982,211.3000030517578,42355600,21636100,20525900,106605900
2024-01-24,192.8671112060547,147.68142700195312,397.3884582519531,207.8300018310547,194.73133285541883,148.8235587881105,400.4190263282457,212.72999572753906,192.70845082511164,147.08554599350785,395.3055791013252,206.77000427246094,193.7793857004472,147.5225193379935,396.38157265965583,211.8800048828125,53631300,25233500,24867000,123369900
2024-01-25,192.53988647460938,150.82969665527344,399.6687927246094,182.6300048828125,194.62226243680658,152.0016216209964,401.7813154634368,193.0,191.48878789336808,148.5156551679274,397.3588573808602,180.05999755859375,193.58107445570798,149.04203864825777,399.12587040416065,189.6999969482422,54822100,29149100,21021200,198076800
